Value	Feature_ID	Language_ID	Comment	Loan	Cognate Set	Reference
taluola	326.0	abuiatengmelang				
rula	327.0	abuiatengmelang				
ahoifang	328.0	abuiatengmelang				
akani	329.0	abuiatengmelang				
kuli	330.0	abuiatengmelang				
tika	331.0	abuiatengmelang				
walangai	332.0	abuiatengmelang				
walangai	333.0	abuiatengmelang				
adeʔsani	334.0	abuiatengmelang				
ha-rik	335.0	abuiatengmelang	There may be several words, e.g. sakit setelah dipukul (pain felt after being hit); sakit luka (pain of a wound), or sakit demam (have a fever). We look for the word used for sakit demam.			
na-rik	335.0	abuiatengmelang	There may be several words, e.g. sakit setelah dipukul (pain felt after being hit); sakit luka (pain of a wound), or sakit demam (have a fever). We look for the word used for sakit demam.			
na-milelai	336.0	abuiatengmelang				
ta-milelai	336.0	abuiatengmelang				
rehekda	337.0	abuiatengmelang				
mirai	338.0	abuiatengmelang				
akuta	339.0	abuiatengmelang				
ha-wei beaka	340.0	abuiatengmelang	ha-wei beaka (lit., ‘ears not good’)			
kuri	340.0	abuiatengmelang	ha-wei beaka (lit., ‘ears not good’)			
mielang	341.0	abuiatengmelang				
teeba	342.0	abuiatengmelang				
da nerei	343.0	abuiatengmelang	da nerei ‘he sees me’			
herei	343.0	abuiatengmelang	da nerei ‘he sees me’			
mahia	344.0	abuiatengmelang				
monungra	345.0	abuiatengmelang				
tomipang	346.0	abuiatengmelang				
nohiena	347.0	abuiatengmelang	nohiena ‘I know’, ohiena ‘you know’			
ohiena	347.0	abuiatengmelang	nohiena ‘I know’, ohiena ‘you know’			
tanga	348.0	abuiatengmelang				
tanga	349.0	abuiatengmelang				
ta	352.0	abuiatengmelang				
ta	353.0	abuiatengmelang				
na-ruda	354.0	abuiatengmelang	‘I get up’			
nan haruda	355.0	abuiatengmelang	‘I wake him/her up’			
da-wel	356.0	abuiatengmelang	Markus da-wel ‘Markus washes himself’			
ha-wel	357.0	abuiatengmelang	Markus ha-wel ‘wash Markus’			
miti	358.0	abuiatengmelang				
nate	359.0	abuiatengmelang				
lak	360.0	abuiatengmelang				
furei	361.0	abuiatengmelang				
na-teula	363.0	abuiatengmelang				
teula	363.0	abuiatengmelang				
liʔ	364.0	abuiatengmelang				
da-kuila	365.0	abuiatengmelang	ditahai ‘fall from above’, da-kuila ‘fall’			
ditahai	365.0	abuiatengmelang	ditahai ‘fall from above’, da-kuila ‘fall’			
da-kuila	366.0	abuiatengmelang	e.g. pohon yang dipotong.			
na haliéhai	367.0	abuiatengmelang				
buk˺	368.0	abuiatengmelang				
ne	369.0	abuiatengmelang				
made	370.0	abuiatengmelang				
luok	371.0	abuiatengmelang				
kapuk˺	372.0	abuiatengmelang				
na-re	373.0	abuiatengmelang	 ‘I live’			
ahel	374.0	abuiatengmelang				
mong	376.0	abuiatengmelang				
hede	377.0	abuiatengmelang	minede ‘give me’			
minede	377.0	abuiatengmelang	minede ‘give me’			
we-luuk	378.0	abuiatengmelang				
me	379.0	abuiatengmelang				
na-lal	380.0	abuiatengmelang	na-lal ‘I laugh’			
taˈlal	380.0	abuiatengmelang	na-lal ‘I laugh’			
fel	381.0	abuiatengmelang				
tahaijok	382.0	abuiatengmelang				
jai wetanga	383.0	abuiatengmelang				
arade	384.0	abuiatengmelang				
hiede	385.0	abuiatengmelang				
tulung	386.0	abuiatengmelang				
take	387.0	abuiatengmelang				
ahau	388.0	abuiatengmelang				
marek˺	389.0	abuiatengmelang				
muk˺	390.0	abuiatengmelang				
puina	391.0	abuiatengmelang				
iu	392.0	abuiatengmelang				
weluuk	393.0	abuiatengmelang				
kafi	394.0	abuiatengmelang				
jokung	395.0	abuiatengmelang				
we-patia	396.0	abuiatengmelang				
bol	397.0	abuiatengmelang	ne-bol ‘hit me’			
ne-bol	397.0	abuiatengmelang	ne-bol ‘hit me’			
	398.0	abuiatengmelang	E.g. to slap someone on the cheek; NOT to clap hands. 			
take	399.0	abuiatengmelang				
ha-wek	400.0	abuiatengmelang				
tukong	401.0	abuiatengmelang	(tukoong ‘to work’)			
tukoong	401.0	abuiatengmelang	(tukoong ‘to work’)			
kadel	402.0	abuiatengmelang				
yeng	403.0	abuiatengmelang				
tilok	404.0	abuiatengmelang				
kawai	406.0	abuiatengmelang				
taluk	406.0	abuiatengmelang				
fukong	407.0	abuiatengmelang				
weree	407.0	abuiatengmelang				
huor	408.0	abuiatengmelang				
(kai) hatang	409.0	abuiatengmelang				
ha-tang	409.0	abuiatengmelang				
faheng	410.0	abuiatengmelang				
ne-faheng	410.0	abuiatengmelang				
he-tie	411.0	abuiatengmelang				
tahai	413.0	abuiatengmelang				
teu	414.0	abuiatengmelang				
nabuk	415.0	abuiatengmelang				
tavel	416.0	abuiatengmelang				
tauiti	417.0	abuiatengmelang				
puna	419.0	abuiatengmelang				
kode	420.0	abuiatengmelang				
muila	421.0	abuiatengmelang				
ha-fik	422.0	abuiatengmelang				
ha-suongra	423.0	abuiatengmelang				
ha-lik-da	424.0	abuiatengmelang				
pieila	425.0	abuiatengmelang				
luk ˈbo	426.0	abuiatengmelang	To crouch as on an Indonesian toilet, NOT: to kneel			
ahia	428.0	abuiatengmelang				
merang	429.0	abuiatengmelang				
ajak	430.0	abuiatengmelang				
bel	431.0	abuiatengmelang				
balik	432.0	abuiatengmelang				
takau	433.0	abuiatengmelang				
we-haliel	434.0	abuiatengmelang				
we-hai	435.0	abuiatengmelang				
(hong) mira	436.0	abuiatengmelang				
bunua	437.0	abuiatengmelang				
here	438.0	abuiatengmelang				
ne-re	438.0	abuiatengmelang				
haluk˺	439.0	abuiatengmelang	NOT: lipat tikar			
netulung	440.0	abuiatengmelang	‘bantu saya’			
lou	441.0	abuiatengmelang				
ha-tek	442.0	abuiatengmelang				
ha-tek	443.0	abuiatengmelang				
na-tek	443.0	abuiatengmelang				
tape	444.0	abuiatengmelang				
padang huwor	445.0	abuiatengmelang				
ir	446.0	abuiatengmelang				
edo okoli	447.0	abuiatengmelang	edo okoli ‘you lie’			
okoli	447.0	abuiatengmelang	edo okoli ‘you lie’			
tatahang	448.0	abuiatengmelang				
halakda	449.0	abuiatengmelang				
nuku	450.0	abuiatengmelang				
ayoku	451.0	abuiatengmelang				
suo	452.0	abuiatengmelang				
buti	453.0	abuiatengmelang				
yeting	454.0	abuiatengmelang				
taˈlama	455.0	abuiatengmelang				
yeting ayoku	456.0	abuiatengmelang				
yeti suo	457.0	abuiatengmelang				
yeting buti	458.0	abuiatengmelang				
kar nuku	459.0	abuiatengmelang				
kar nuk wal nuku	460.0	abuiatengmelang				
kar nuk wal ayoku	461.0	abuiatengmelang				
kar nuk wal suo	462.0	abuiatengmelang				
kar ayoku	469.0	abuiatengmelang				
kar ajok wal nuku	470.0	abuiatengmelang				
kar suo	475.0	abuiatengmelang				
ajsahanuku	482.0	abuiatengmelang				
ajsaha nuku kar ayoku wal suo	483.0	abuiatengmelang				
ajsaha ajoku	484.0	abuiatengmelang				
rifi nuku	485.0	abuiatengmelang				
rifi ajsaha nuku	486.0	abuiatengmelang				
nekuta	487.0	abuiatengmelang	The kinship task also asks for this term			
netung	488.0	abuiatengmelang	The kinship task also asks for this term			
ne-rakbeka	489.0	abuiatengmelang	The kinship task also asks for this term			
	490.0	abuiatengmelang	The kinship task also asks for this term			
	491.0	abuiatengmelang	The kinship task also asks for this term			
	492.0	abuiatengmelang	The kinship task also asks for this term			
	493.0	abuiatengmelang	The kinship task also asks for this term			
	494.0	abuiatengmelang	The kinship task also asks for this term			
	495.0	abuiatengmelang	The kinship task also asks for this term			
	496.0	abuiatengmelang	The kinship task also asks for this term			
	497.0	abuiatengmelang	The kinship task also asks for this term			
	498.0	abuiatengmelang	The kinship task also asks for this term			
	499.0	abuiatengmelang	The kinship task also asks for this term			
	500.0	abuiatengmelang	The kinship task also asks for this term			
	501.0	abuiatengmelang	The kinship task also asks for this term			
	503.0	abuiatengmelang	There may be two types, a high one (for e.g. storage) and a lower one; if so, elicit both.			
	505.0	abuiatengmelang	The cultural features questionnaire also asks for this term.			
	506.0	abuiatengmelang	The cultural features questionnaire also asks for this term.			
	522.0	abuiatengmelang	Kata untuk seluru alat menenun. Tetapi di sini alat tenun tidak ada nama umum, dan masing-masing bagian ada namanya. (It is likely that there is no word referring to a loom as such,  only words referring to parts of it. If you can make a picture of a loom, you could try to elicit the words for the various parts. If this is not possible, just skip this.)			
	540.0	abuiatengmelang	E.g. perjanjian antara dua suku untuk tidak berperang			
	554.0	abuiatengmelang	Jika seseorang yg sudah menikah atau belum menikah berhubungan badan dengan orang yg bukan isteri/suaminya.			
diking	587.0	abuiatengmelang				
kiki	588.0	abuiatengmelang				
teai	589.0	abuiatengmelang				
lohu	590.0	abuiatengmelang				
lohu	591.0	abuiatengmelang				
bui	592.0	abuiatengmelang				
karia	593.0	abuiatengmelang	Not: rumah sempit (crowded/small house), or pakaian sempit (clothes that are too tight).			
ha-loi	598.0	abuiatengmelang				
la:b	0.0	adan1251				
fɛd	1.0	adan1251			1	
hu:l	2.0	adan1251			1	
i:b	3.0	adan1251			1	
dil ʔuʔu	4.0	adan1251			5	
dilɛlɛ	5.0	adan1251	dilɛlɛ  lit. 'all day'; /wɛd saha/ 'midday' lit. 'hot sun'		3	
wɛd saha	5.0	adan1251	dilɛlɛ  lit. 'all day'; /wɛd saha/ 'midday' lit. 'hot sun'		3	
lalami	7.0	adan1251			6	
ʔu:mi	8.0	adan1251			4	
ʔotariŋ alumi	9.0	adan1251			1	
dilɛlɛ	10.0	adan1251			3	
a:lu	11.0	adan1251			3	
lalami	12.0	adan1251	(lit, 'early morning')			
la:b	13.0	adan1251			3	
ha:mi	14.0	adan1251			6	
nui	15.0	adan1251			3	
alam pɛpei	16.0	adan1251			4	
haʔaboʔo	17.0	adan1251			b	
harib	18.0	adan1251	bunyinya		2	
	19.0	adan1251	kilatan, cahaya			
tai wɛʔɛ	20.0	adan1251			3	
lowo taweʔɛŋ	21.0	adan1251	'fog just before the rain'; kabut = fog, NOT embun = air yang menetes dari daun di pagi hari		8	
møl	22.0	adan1251				
øm	25.0	adan1251			x	
bIni	26.0	adan1251			y	
tabuʔu	27.0	adan1251				
baŋ ʔɛme	28.0	adan1251	(lit., 'old house')		[12]	
faʔai	29.0	adan1251				
boe	31.0	adan1251			4	
fui	32.0	adan1251			1	
ʔoʔoi fui	33.0	adan1251	batu (rock) di pantai		6	
	34.0	adan1251	karang (reef) di dasar laut			
si	35.0	adan1251			1	
taŋ	36.0	adan1251				
bobo	37.0	adan1251			1	
wara-wara	38.0	adan1251			4	
bana	39.0	adan1251			1	
butu	43.0	adan1251	butu 'garden used several times', dil 'garden used only once'		[32]	
dil	43.0	adan1251	butu 'garden used several times', dil 'garden used only once'		[32]	
ei	46.0	adan1251			1	
ma:ni	49.0	adan1251			2	
	50.0	adan1251	dibuat dari bambu untuk menangkap ikan yang ditinggal. NOT fish net or fish line.			
hiwaŋ	51.0	adan1251			3	
sapada	52.0	adan1251			1	
baliŋ	53.0	adan1251	baliŋ 'metal shovel'		2	
baliŋboʔoboi	53.0	adan1251	baliŋ 'metal shovel'		2	
boko	54.0	adan1251			4	
dopoŋ	55.0	adan1251	'walking stick'		7	
dopoŋ	56.0	adan1251	'walking stick'			
pɛhɛ	59.0	adan1251			3	
aburig	60.0	adan1251	'fire an arrow'		1	
ata:pa	60.0	adan1251	'fire an arrow'		1	
duir	61.0	adan1251	(voiceless r)		4	
danaʔa	62.0	adan1251	ʔil 'comb for men (made of bamboo)', danaʔa 'comb for women' (made of bamboo)		1	
ʔil	62.0	adan1251	ʔil 'comb for men (made of bamboo)', danaʔa 'comb for women' (made of bamboo)		1	
bahu	63.0	adan1251			1	
bátuŋ	64.0	adan1251			1	
fɛnɛ	65.0	adan1251			9	
awai	67.0	adan1251	wai 'to flame'		1	
wai	67.0	adan1251	wai 'to flame'		1	
awai banoʔo	68.0	adan1251			1	
malu	70.0	adan1251				
ma:lu	71.0	adan1251	NOT 'debu' (dust, after you have been sweeping)			
parah	72.0	adan1251			4	
faʔai fiu	73.0	adan1251	faʔai tɛnɛ 'red clay', faʔai fiu 'pink clay'		3	
faʔai tɛnɛ	73.0	adan1251	faʔai tɛnɛ 'red clay', faʔai fiu 'pink clay'		3	
fui avai	74.0	adan1251	(lit., 'small stones')		5	
fɛcɛʔ	75.0	adan1251			a	
bana	76.0	adan1251				
baŋ	77.0	adan1251			6	
hada baŋ	78.0	adan1251			8	
ɛsɛlɛ	79.0	adan1251				
saʔar	81.0	adan1251			3	
dɛʔɛ	82.0	adan1251			5	
mIn men	83.0	adan1251	uva 'to roof'		1	
uva	83.0	adan1251	uva 'to roof'		1	
ti	84.0	adan1251			E	
ti:	85.0	adan1251			1	
ti ʔui	86.0	adan1251			[sn]	
ti bɛhɛ	87.0	adan1251			a	
ataŋ	88.0	adan1251	cabang pohon		1	
a: taʔata	89.0	adan1251			[12]	
lɛʔ	90.0	adan1251			3	
aliʔiŋ	91.0	adan1251			P	
piri	92.0	adan1251			2	
awai	93.0	adan1251			k	
a:la	94.0	adan1251	'rice'			
a:la	96.0	adan1251				
a: awai	97.0	adan1251	'rice seed'		3	
a:la meje	98.0	adan1251	(lit., 'table rice')		4	
a:la	99.0	adan1251			1	
(outi) tɛʔɛ	100.0	adan1251			3	
(a:l) tɛʔɛ	101.0	adan1251	mudiŋ 'plant smth. like a tree that takes many years to grow 		[41]	
mudiŋ	101.0	adan1251	mudiŋ 'plant smth. like a tree that takes many years to grow 		[41]	
bu:	102.0	adan1251				
mece	103.0	adan1251			1	
a:wi	104.0	adan1251			1	
nahaŋ	105.0	adan1251			[45]	
falaj	106.0	adan1251			h	
outi	107.0	adan1251			b	
ma:lu	108.0	adan1251			5	
ta:ri	110.0	adan1251			4	
so:b	111.0	adan1251			1	
batiʔ	112.0	adan1251				
bati awai	113.0	adan1251			[13]	
faʔ	114.0	adan1251			1	
nou	116.0	adan1251	nou 'palm sugar, used for tuak and brooms'		2	
ʔɛʔui	116.0	adan1251	nou 'palm sugar, used for tuak and brooms'		2	
motoŋ	118.0	adan1251			2	
pu	119.0	adan1251				
moʔoi	121.0	adan1251			1	
be	122.0	adan1251			3	
kahatɛlɛ	123.0	adan1251			2	
toŋ	124.0	adan1251			2	
tombai	125.0	adan1251			3	
ʔutuŋ	126.0	adan1251			6	
wain si	127.0	adan1251	(lit, bee water)		5	
toʔ	128.0	adan1251	not 'breast'		2	
taŋ hiri	129.0	adan1251			[21]	
tamara	130.0	adan1251			1	
hiri	131.0	adan1251				
talopo	132.0	adan1251			2	
abɛti	133.0	adan1251			6	
latutuŋ	134.0	adan1251			3	
ʔɛŋui	135.0	adan1251			5	
fi:	136.0	adan1251			1	
damulu	138.0	adan1251			c	
om	139.0	adan1251			4	
aloloʔ	140.0	adan1251			2	
atohi	141.0	adan1251			1	
hahaʔ	142.0	adan1251			1	
aladiŋ	143.0	adan1251			3	
atuʔu	144.0	adan1251				
loŋ	145.0	adan1251			1	
hari ʔinɛmɛŋ	146.0	adan1251			4	
muj	147.0	adan1251			1	
ʔɛŋwai	148.0	adan1251			1	
awɛbɛhɛ	149.0	adan1251			1	
aimbui	150.0	adan1251			4	
ʔata	151.0	adan1251			9	
arowaha	152.0	adan1251			3	
tɛm tɛporo	153.0	adan1251			1	
na-wɛhɛŋ	154.0	adan1251			1	
nalɛb	155.0	adan1251			1	
talɛb	155.0	adan1251			1	
dolo	156.0	adan1251			3	
ʔabɛli	157.0	adan1251			6	
nataŋ	163.0	adan1251			1	
ʔataŋ ʔum	165.0	adan1251			[12]	
nataŋ paʔa	166.0	adan1251			[17]	
ʔataŋ uhuŋ	167.0	adan1251			[12]	
toʔ	168.0	adan1251			3	
ʔapoyʔɛŋ	170.0	adan1251			3	
	171.0	adan1251	Kemaluan laki-laki. Often taboo. Be sensitive, explain: ini sehingga anggota tubuh semua  bisa dimasukkan dalam dalam kamus, itu saja, jangan marah bapak? If they still remain silent, skip.			
	172.0	adan1251	Kemaluan perempuan, same as above.			
nɛʔɛw	174.0	adan1251			4	
ʔɛʔahaŋ	175.0	adan1251			2	
ʔɛwada	176.0	adan1251			6	
ʔɛʔum	177.0	adan1251			[32]	
ʔewudu	178.0	adan1251			6	
ʔɛ pɛlini	178.0	adan1251			6	
ʔhaŋ mai	179.0	adan1251			2	
ʔui	182.0	adan1251			B	
bamed	183.0	adan1251				
ot	184.0	adan1251			6	
at	185.0	adan1251			1	
palaŋ	186.0	adan1251			5	
tasoʔo	187.0	adan1251			f	
	188.0	adan1251	Ketika mata pedih dan merah kemudian ketika bangun tidur mata sulit dibuka dan kadang-kadang keluar cairan kuning.			
hu:ʔ	189.0	adan1251				
na:mi	190.0	adan1251	Not 'manusia' (human being). Elicit 'orang' with a numeral, for example 'ada satu orang, dua orang, tiga orang...'		n	
ʔaniŋ	191.0	adan1251			1	
ʔei	192.0	adan1251			g	
loti	193.0	adan1251			c	
oboʔ	194.0	adan1251			1	
noloti	195.0	adan1251			2	
noʔoboʔ	196.0	adan1251	Not 'married woman'.		3	
niwi	197.0	adan1251			2	
nimiŋ	198.0	adan1251			1	
noʔudiŋ ʔobo	199.0	adan1251	'sister'		9	
noʔudiŋ loti	200.0	adan1251	'brother'		6	
hada	201.0	adan1251			3	
	211.0	adan1251	Negation of verbal/adjectival predicate, e.g. Saya tidak suka minum bir; Saya tidak sakit. (Not 'bukan').			
	225.0	adan1251	General locative preposition, e.g. Ibu di mana? Saya di jalan. 			
	236.0	adan1251	If they ask which animals, say 'kata untuk .... seperti sapi, ayam, kambing.' (If they also have a different word for animals that are not eaten, e.g. rats (tikus) or snakes (ular), then that is NOT the word we look for.) 			
bɛl	238.0	adan1251			p	
bi	239.0	adan1251			1	
hiu	240.0	adan1251			5	
du:l	241.0	adan1251			1	
teko	242.0	adan1251			1	
alumanɛmɛ	243.0	adan1251	(lit, 'good smelling deer')		[12]	
a:lu	244.0	adan1251			1	
a:mu	248.0	adan1251				
oloʔ	249.0	adan1251			1	
a:b	250.0	adan1251			z	
perunsah	252.0	adan1251			4	
usaha	252.0	adan1251			4	
perunsah	253.0	adan1251			4	
usaha	253.0	adan1251			4	
baʔai	254.0	adan1251			1	
ʔalɛhɛʔ	255.0	adan1251			2	
hiu walɛwɛŋ	259.0	adan1251			t	
awitiŋ	260.0	adan1251			2	
hɛtɛ	261.0	adan1251			4	
hiu wolo (folo)	262.0	adan1251			9	
ʔamuʔu	263.0	adan1251			1	
mon	264.0	adan1251			1	
pay	265.0	adan1251			1	
(hiu) do	266.0	adan1251			2	
i:b	267.0	adan1251	'worm'		4	
popou	268.0	adan1251			8	
liboŋ	269.0	adan1251			2	
ʔin	270.0	adan1251			1	
iliwei	271.0	adan1251	lɛʔiliŋ 'small red ant, iliwei 'large black ant' 		1	
lɛʔiliŋ	271.0	adan1251	lɛʔiliŋ 'small red ant, iliwei 'large black ant' 		1	
ha:nu	272.0	adan1251			4	
ʔalɛŋ	274.0	adan1251			5	
ʔony	275.0	adan1251			3	
fadin	276.0	adan1251			m	
bɛl ʔutu	278.0	adan1251			e	
nɛlɛ	279.0	adan1251			n	
ma:ti	281.0	adan1251			O	
kaʔai	282.0	adan1251			g	
(baŋ) ʔɛmɛ	283.0	adan1251	(also village)			
habaraʔ	284.0	adan1251			1	
tumaʔa	285.0	adan1251			3	
awololo	286.0	adan1251	awololo 'young man', lawata 'young woman'		5	
lawata	286.0	adan1251	awololo 'young man', lawata 'young woman'		5	
lahunu	287.0	adan1251	maraʔan (more permanent), lahunu 'lazy' (less permanent, as someone who has already worked, but feels lazy to work more)		k	
maraʔan	287.0	adan1251	maraʔan (more permanent), lahunu 'lazy' (less permanent, as someone who has already worked, but feels lazy to work more)		k	
buniʔ	288.0	adan1251			4	
maʔab	289.0	adan1251			3	
noʔo	290.0	adan1251			1	
ariʔiŋ	291.0	adan1251	ariʔiŋ, saha 'broken', noʔo daŋ 'not good'		3	
noʔo daŋ	291.0	adan1251	ariʔiŋ, saha 'broken', noʔo daŋ 'not good'		3	
wutulu	292.0	adan1251			3	
har	296.0	adan1251	(also 'fall, as a ripe fruit')		1	
taʔata	297.0	adan1251			2	
fɛd poi	298.0	adan1251			3	
lama	302.0	adan1251			7	
tiʔi	303.0	adan1251			1	
taʔata	304.0	adan1251	tipuŋ 'skinny from illness), taʔata 'skinny, dry'		3	
tipuŋ	304.0	adan1251	tipuŋ 'skinny from illness), taʔata 'skinny, dry'		3	
tapaha	305.0	adan1251			3	
koloŋ	306.0	adan1251			4	
di luʔu	307.0	adan1251	paraŋ 'dark (general) e.g., if the light goes out', di luʔu 'dark (of night)'		8	
paraŋ	307.0	adan1251	paraŋ 'dark (general) e.g., if the light goes out', di luʔu 'dark (of night)'		8	
karoʔo	309.0	adan1251			2	
maduluŋ	310.0	adan1251			1	
hudiŋ	311.0	adan1251	Of spear (tombak) or machete (parang); if there are two different words, elicit both.		2	
kumuŋ	312.0	adan1251				
tarowi	313.0	adan1251			4	
filiŋ	314.0	adan1251			3	
abuluʔ	315.0	adan1251	 'straight, true'		3	
bɛrɛŋ	316.0	adan1251			3	
ʔahalaʔ	319.0	adan1251			4	
tɛnɛ	320.0	adan1251	'ripe, red'		1	
boni	321.0	adan1251			1	
maʔalaʔ	322.0	adan1251			1	
dɛlɛwɛŋ	323.0	adan1251	manɛmɛʔ 'tasty'		6	
manɛmɛʔ	323.0	adan1251	manɛmɛʔ 'tasty'		6	
haloi	326.0	adan1251			e	
duluʔ	327.0	adan1251			1	
paluhu	328.0	adan1251			b	
laʔanaʔ	329.0	adan1251			1	
wɛlɛʔ	330.0	adan1251			2	
tɛnɛ	331.0	adan1251			2	
leu	332.0	adan1251			4	
baʔoi	334.0	adan1251			1	
modiʔ	335.0	adan1251	There may be several words, e.g. sakit setelah dipukul (pain felt after being hit); sakit luka (pain of a wound), or sakit demam (have a fever). We look for the word used for sakit demam.			
malaʔ	336.0	adan1251				
dolo taʔata	337.0	adan1251			2	
